name,address,phones,cuisine,category,working_hours,avg_cost_2_people,features,description,facebook,instagram,twitter,foursquare,email,latitude,longitude,images,url
Chocologo 2,"Neftçilər pr., ""Park Bulvar"" T/M, 2-ci mərtəbə",012 5951020; 050 2521020,,Restoranlar,,,,,/cdn-cgi/l/email-protection#731c15151a101633101b1c181c1f1c141c5d1209,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/203-chocologo-2
Chocolate,"Y.Məmmədəliyev küç., 4",012 4181127,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/204-chocolate
Chocolate 2,"Landau küç., 535",012 5106987,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/205-chocolate-2
Chocolate 3,"Malaya Krepostnaya küç., 124",012  4373221,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/206-chocolate-3
Yeni Bakı,"Dilarə Əliyeva küç., 25",012 4968165,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/207-yeni-baki
Cıdır,"Nəcəf Nərimanov küç., 909",012 5633333; 012 5635539; 012 5622539; 050 2184040,Avropa; Azərbaycan; Qafqaz,Restoranlar,12:00-00:00,30-50,Canlı musiqi; Wi-Fi; Kredit kartla ödəniş; Sigaret çəkməyən və çəkənlər üçün masalar; Sərbəst Wi-Fi,"Dəbdəbəli ""Cidir"" restoranı ləzzətli mətbəx, xoş ab-hava və komfortlu istirahəti sevənləri dəvət edir. Üç zal xidmətinizdədir -Avropa, Şərq və Banket, həmçinin açıq yay terrası. 130-140 nəfər üçün nəzərdə tutulan Şərq zalında milli rahatlıq və kolorotli ciddi Bakı ab-havası hökm sürür. Azərbaycan xalçaları, daş hörmələr, gözəl, şərq üslublu çardaq, bir çox milli dekorativ elementlər: qablar, çıraqlar, xalçalar. Bura gələrək siz qədim zamanlara dönəcəksiniz.",https://www.facebook.com/cidir.restaurant/timeline,,,http://4sq.com/meaujD,,40.408464,49.840143,https://bakuguide.com/images/places/208/cidir-1.png; https://bakuguide.com/images/places/208/cidir-2.png; https://bakuguide.com/images/places/208/cidir-3.png; https://bakuguide.com/images/places/208/cidir-4.png; https://bakuguide.com/images/places/208/cidir-5.png; https://bakuguide.com/images/places/208/cidir-6.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/208-cidir
Cinnabon Azerbaijan,"İnşaatçılar pr., 38",012 4368791; 012 4369001,,Restoranlar,10:00-22:00,,Fon musiqisi; İçkilər; Səhər yeməyi; Kredit kartla ödəniş; Kafe; Park xidməti,"Hər şey 1985-ci il Amerikanın Vaşinqton Ştatından ata və oğul Riç və Qreq Komenlərin ""Dünyada ən yaxşı darçınlı bulka"" hazırlaması ilə başladı. Sahibkarlar ən yaxşı texnoloqları işə götürdü və ""Dünyada ən yaxşı darçınlı bulka""nı hazırlamaq üçün bütün dünyanı gəzdi. Uzun axtarışdan sonra Cinnabon formulu yaradıldı. Ən ətirli, yüz faizli darçın növü Makara xüsusi olaraq Cinnabon üçün İndoneziya dağlarında becərilir.",https://www.facebook.com/cinnabon.Azerbaijan,,,http://4sq.com/Ikla20,,40.383885,49.823363,https://bakuguide.com/images/places/209/cinnabon-azerbaijan-1.jpg; https://bakuguide.com/images/places/209/cinnabon-azerbaijan-2.jpg; https://bakuguide.com/images/places/209/cinnabon-azerbaijan-3.jpg; https://bakuguide.com/images/places/209/cinnabon-azerbaijan-4.jpg,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/209-cinnabon-azerbaijan
Cinnabon Azerbaijan 2,"""Metropark"" T/M, 5-ci mərtəbə",012 4368791,Fast food,Restoranlar,10:00-22:00,,Fon musiqisi; İçkilər; Səhər yeməyi; Kredit kartla ödəniş; Park xidməti,"Hər şey 1985-ci il Amerikanın Vaşinqton Ştatından ata və oğul Riç və Qreq Komenlərin ""Dünyada ən yaxşı darçınlı bulka"" hazırlaması ilə başladı. Sahibkarlar ən yaxşı texnoloqları işə götürdü və ""Dünyada ən yaxşı darçınlı bulka""nı hazırlamaq üçün bütün dünyanı gəzdi. Uzun axtarışdan sonra Cinnabon formulu yaradıldı. Ən ətirli, yüz faizli darçın növü Makara xüsusi olaraq Cinnabon üçün İndoneziya dağlarında becərilir.",https://www.facebook.com/cinnabon.Azerbaijan?fref=ts,,,http://4sq.com/JSnQ8M,,40.4034237,49.8731984,https://bakuguide.com/images/places/210/cinnabon-azerbaijan-2-1.jpg,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/210-cinnabon-azerbaijan-2
Cinnabon Azerbaijan 3,"Azadlıq pr. IləFüzuli kuç.kəsiıməsi ilə,”28 Mall” T/M, 4-ci mərtəbə",012 4368791,Fast food,Restoranlar,10:00-22:00,,Fon musiqisi; İçkilər; Wi-Fi; Kredit kartla ödəniş; Take Away,"Menuda yalnız darçından hazırlanmış bulkalara, kapkeyklərə və tortlara üstünlük verilir. Bundan əlavə Schlotzsky`s məmulatlarından hazırlanmış ""Texan"" tostları, limonatlar, müxtəlif cür qazlı və qazsız içkilər, həmçinin təbii şirələr də təqdim edilir. Kafedə yeməkdən əlavə, təqdim olunan şirniyyatları da evə sifariş edə bilərsiniz. Gün boyu catdırılma xidməti aktivdir.",https://www.facebook.com/cinnabon.Azerbaijan/timeline,,,http://4sq.com/P7evic,,40.379004,49.84682,https://bakuguide.com/images/places/211/cinnabon-azerbaijan-3-1.jpg; https://bakuguide.com/images/places/211/cinnabon-azerbaijan-3-2.jpg; https://bakuguide.com/images/places/211/cinnabon-azerbaijan-3-3.jpg,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/211-cinnabon-azerbaijan-3
Clocks,"Rəsul Rza küç., 16",012 5989933,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/212-clocks
Club 44,"R.Behbudov küç., 55, “Aquapark”, 2-ci mərtəbəsi",012 5962055,Avropa; Azərbaycan,Klublar,,,Canlı musiqi; İçkilər; VİP otaq,"2011-ci ilin avqust ayindan fəaliyyətə başlayan “44 Club” restoranı sizi Azərbaycan qonaqpərvərliyi və bənzərsiz komfort ilə qarşılamağa hazırdır. Restoran Aqua Park ailəvi istirahət mərkəzinin yanında, Rəşid Behbudov 55 ünvanında yerləşir. “44 Club” restoranı fəaliyyətinin ilk dövründən müştəriləri razı salmaq prinsipini əsas tutaraq, qısa bir müddət ərzində həm xarici qonaqları həmdə yerli əhalinin sevimli istirahət mərkəzinə çevrilmişdir və hal hazırda da bütün müştərilərinə Avropa standartlarına tam cavab verən yüksək xidmət növləri təqdim etməkdədir.",https://www.facebook.com/pages/44-CLUB/242240405980788?sk=timeline,,,,,40.3802664,49.8438896,https://bakuguide.com/images/places/213/club-44-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/213-club-44
Country Chicken,"Mərdanov qard. küç.,8",012 4989822,Fast food,Restoranlar,,,,"Avstraliyanın halal kend toyuqlarından hazırlanmış, ayçiçəyi yağında qızardılmış, nəfis, xolestrolsuz fast food yeməklərin dadına Country Chicken-də baxa bilərsiniz.",https://www.facebook.com/pages/Country-Chicken-BAKU/146021965449627?sk=timeline,,,,,40.386014,49.8357436,https://bakuguide.com/images/places/215/country-chicken-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/215-country-chicken
Crystal Badamdar,Badamdar şossesi,012 5022211,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/216-crystal-badamdar
Crystal Plaza Restoranı,"Y.Səfərov küç., 23/A",012 4964999; 050 4714999,Aralıq dənizi; Çin; Dəniz; Yapon,Restoranlar,11:00-01:00,25-30,Canlı musiqi; Wi-Fi,"Bizim menyuda Siz milli Yapon mətbəxindən yeməklər tapa bilərsiniz: ən təzə balıq və başqa inqrediyentlərdən hazırlanmış suşi, rulolar, saşimi, klassik Yapon şorbaları, eləcə də yüngül və faydalı salatlar.Bizim suşi menyu Sizi assortimenti və əlverişli qiymətləri ilə təəccübləndirəcəkdir.
“Beluga” restoranı Sizə bu ecazkar və gözəl ölkə və onun mətbəxindən bir parça təqdim edir.",https://www.facebook.com/CrystalPlazaBaku?fref=ts,,,,,40.3842577,49.8631319,https://bakuguide.com/images/places/217/crystal-plaza-restorani-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/217-crystal-plaza-restorani
Crystal  Shikovo,Solyan şossesi,012 4455000,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/218-crystal-shikovo
C’est bon,"17a. Süleyman Vəzirov küçəsi, mən. 36",012 4376272; 050 4507701,Beynəlmiləl,Restoranlar,08:30:20:00,,,"Biz, hazırlanan yeməklərin yüksək keyfiyyətini, geniş assortiment və münasib qiymətlər qarantiya edirik. Biz, qida əlavələrindən, dad gücləndiricilərdən və yarımfabrikatlardan istifadə etmirik, yalnız təbii ərzaq işlədirik. Bizim bütün personalımız mütəmadi olaraq müştəriyə xidmət etmək üzrə peşə hazırlığı keçir və biz sizə öz xidmətimizi göstərməyə çox sevinərik. Bizim bütün müəssisələrimiz sertifikatlaşdırılmışdır. Biz istehsal silsiləsinə daimi nəzarət edir və sanitar-gigiyenik normalara ciddi əməl edirik.",https://www.facebook.com/chudopechka/info,,,,,40.3829541,49.8630928,https://bakuguide.com/images/places/219/c-est-bon-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/219-c-est-bon
Qoç ət,"Zivərbəy Əhmədbəyov küçəsi, 2",012 595 04 03; 012 594 04 03; 070 494 04 03,,Restoranlar,08:00-23:00,20,,"""Qoç Ət"" olaraq bizim missiyamız Azərbaycanın ərzaq təhlükəsizliyinin təmin olunması üçün dövlətimizin apardığı siyasəti dəstəkləmək, xalqımızın damaq dadına uyğun, keyfiyyətli, ləzzətli, sağlam ət və kənd təsərrüfatı məhsullarını halallığın bərəkəti ilə alıcılarımıza təqdim edən bir marka olmaq istəyirik. Vizyonumuz müştərilərimizin irad və təkliflərini diqqətlə dinləyərək, dünyada bu sektorda fəaliyyət göstərən ən qabaqcıl xarici şirkətlərin təcrübələrini öyrənib, ""Qoç Ət"" keyfiyyətini mükəmmələşdirmək üçün gecə-gündüz çalışırıq. Əsas prinsipimiz ""Qoç Ət olaraq"" biz, özümüzün yemədiyi məhsulu nə istehsal edirik, nə də satırıq. Biz inanırıq ki, uğur qazanmaq üçün maddi kapital kifayət etmir, bu səbəbdən mənəvi kapitalımız hesab etdiyimiz kollektivimizi seçərkən vicdanlı, əxlaqlı və işini həqiqətən də sevən insanlar olmasına diqqət edirik. Biz müştərilərimizə satdığımız hər bir məhsulun keyfiyyətinə zəmanət veririk.

Müştərilərimizin irad və təkliflərini diqqətlə dinləyərək,dünyada bu sektorda fəaliyyət göstərən ən qabaqcıl xarici şirkətlərin təcrübələrini öyrənərək, Qoç Ət keyfiyyətini mükəmmələşdirmək üçün gecə-gündüz calışırıq.

Qoç Ət olaraq, biz sevdiklərimizin və bizi sevənlərin yemədiyi məhsulu nə istehsal edirik nə də satırıq.
Biz inanırıq ki, uğur qazanmaq üçün maddi kapital kifayət etmir,bu səbəbdən mənəvi kapital hesab etdiyimiz kollektivimizi seçərkən vicdanlı, əxlaqlı və işini həqiqətən də sevən insanlar olmasına diqqət edirik. Biz müştərilərimizə satdığımız hər bir məhsulun keyfiyyətinə zəmanət veririk.",https://www.facebook.com/qochet,,,,,,,https://bakuguide.com/images/places/220/qoc-et-1.jpg; https://bakuguide.com/images/places/220/qoc-et-2.jpg,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/220-qoc-et
Dalida,"Nizami küç., 42",012 4968804,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/221-dalida
Daskalides Chocolatier,"S.Vurgun küç., 112",012 4151931,,Restoranlar,,,,"«Daskalides» - premium şokolad dünyanın aparıcı istehsalçı şirkətidir və açılan mağaza sayını dünyada ikinci yeri tutub.  ""Daskalide`s"" 1931-ci ildə təsis edilib. Daskalides premium çokolad dünyası bu gün  ABŞ və Avropada 340, o cümlədən dünyada təxminən 500 mağazalar şəbəkəsi mövcutdur və bunlardan biridə ölkəmizdədir.",https://www.facebook.com/DaskalidesChocolate/timeline,,,,,,,https://bakuguide.com/images/places/222/daskalides-chocolatier-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/222-daskalides-chocolatier
Divan,"İstiqlaliyyət küç., 49",012 4922689,Fast food; Türk,Restoranlar,10:00-23:00,8-10,Biznes lanç; Çatdırılma; Fon musiqisi; İçkilər; Wi-Fi; Masaların sifarişi; Sərbəst Wi-Fi,"""Divan"" restoranı şəhərin mərkəzində, Sabir bağının yanında yerləşir. Müxtəlif yeməklərlə yanaşı cürbəcür türk fast -fudları verilir. Gözəl atmosfer, geniş zal nahar fasilsində rahat  yemək yeməyə şərait yaradır.",,,,http://4sq.com/i7E1PC,,40.3672709,49.8313017,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/223-divan
EL Restaurant & Club,"İldırım Almaz küç., 40",012 4548455,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/225-el-restaurant-club
Elbara,"Zahid Xəlilov küç., 568",012 5103787,Beynəlmiləl,Restoranlar,12:00-00:00,40-45,Biznes lanç; Canlı musiqi; Fon musiqisi; İçkilər; Wi-Fi; VİP otaq; Kredit kartla ödəniş; Masaların sifarişi; Sərbəst Wi-Fi,"Rahat və səssiz məkanda yerləşən, avtomobillər üçün münasib dayanacağı olan Elbara restoranı öz nəcibliyi, gözəlliyi, zənginliyi və üslubu ilə müştəriləri ilk andaca valeh edir. İspan memarlıq üslubunda tikilmiş restoran binasını arzu gəmisinin tiri və nimfa bəzəyir. Dairəvi pəncərələr restoran içərisində qeyri-adi ab-hava yaratmaqla yanaşı, onun xarici görünüşünə təkrarolunmazlıq bəxş edir . Burada Azərbaycan, Avropa və Şərq mətbəxləri ən yüksək səviyyədə təmsil olunmuşdur.",https://www.facebook.com/elbaraaz?fref=ts,,,http://4sq.com/zzWHy2,,40.3800444,49.811315,https://bakuguide.com/images/places/226/elbara-1.jpg,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/226-elbara
Eleven Restaurant & Lounge,"Azadlıq pr.,1 , “Park INN” T/M",012 4906000; 051 5100011,Asiya; Sushi bar; Yapon,Restoranlar,10:00-00:00,20-40,Biznes lanç; Çatdırılma; Fon musiqisi; İçkilər; Wi-Fi; Kredit kartla ödəniş; Masaların sifarişi; Take Away,"""Eleven"" - Park Inn otelin 11-ci mərtəbəsində yerləşən dəbli klub! Bura istirahətinə və vaxtına qiymət verən insanlar üçün yaradılıb. Hər gün 18:00-dan etibarən gözəl şəhərimizin ən yaxşı otellərindən birinin 11-ci mərtəbəsinə qalxaraq şəhərə otelin pəncərəsindən baxaraq valeh olacaqsınız. Həmçinin sizləri hər gün Eleven-dan musiqili proqram gözləyir! Hər gün 13:00-dan 15:00-a qədər baş-aşpazın xüsusi tərtib etdiyi biznes-lançın dadına da baxa bilərsiniz.",https://www.facebook.com/elevenbaku?fref=ts,,,http://4sq.com/jv9L1V,,40.371477,49.848702,https://bakuguide.com/images/places/227/eleven-restaurant-lounge-1.png; https://bakuguide.com/images/places/227/eleven-restaurant-lounge-2.png; https://bakuguide.com/images/places/227/eleven-restaurant-lounge-3.png; https://bakuguide.com/images/places/227/eleven-restaurant-lounge-4.png; https://bakuguide.com/images/places/227/eleven-restaurant-lounge-5.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/227-eleven-restaurant-lounge
Vadi,"Azadlıq pr., 76",012 4404892,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/228-vadi
Evroasia,"B.Səfəroglu küç., 215",. 012 4932034; 012 5981700,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/229-evroasia
Fan Fang,"Neftçilər pr., “Park Bulvar” T/M",012 5987322,Çin; Tailand; Yapon,Restoranlar,10:00 -22:00,15-17,Fon musiqisi; Wi-Fi; Kredit kartla ödəniş; Masaların sifarişi,Dünyanın aparıcı mətbəxlərindən biridə Çin mətbəxidir. Çin mətbəxinin əsas xüsusiyyəti ərzaq məhsullarının geniş sağlam və şəfalı qidalar olmasıdır.,https://www.facebook.com/FanFangBaku/timeline,,,,,40.3707679,49.8497665,https://bakuguide.com/images/places/230/fan-fang-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/230-fan-fang
Fastas,"Mirzaağa Əliyev küç., 192",012 5965557,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/231-fastas
Finestra,"Naxçivani küş., 14",012 4367854; 012 4367855; 050 2060860,İtaliya,Restoranlar,11:00-23:00,20-25,Canlı musiqi,"Restoranın dizayn və üslub tərtibatında zəriflik cə sadəlik ustalıqla uyğunlaşdırılıb. Ümumi rəng qamması qəhvəyi -bozumtul çalarlardadır. Gündüz vaxtı restoran iş görüşləri, nahar və söhbət üçün ideal məkandır, axşamlar isə dostlar əhatəsində istirahət etmək olar. Restoranın mətbəxi - italyan kulinar ənənələri ilə aşpazın fantaziyasının uyğunluğudur. Dad və ətirin ahəngi zövqünüzü oxşayacaq.",ttps://www.facebook.com/FinestraBaku/timeline,,,http://4sq.com/mOYwRa,,40.383215,49.826409,https://bakuguide.com/images/places/233/finestra-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/233-finestra
Fiuze,"Tərlan Əliyarbəyov küç., 14",012 4939634,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/234-fiuze
Firuze,"Tərlan Əliyarbəyov küç., 14",012 4939634,Beynəlmiləl,Restoranlar,11:00-00:00,15-20,Biznes lanç; Fon musiqisi; İçkilər; VİP otaq; Səhər yeməyi; Karaoke; Kredit kartla ödəniş; Masaların sifarişi; Sigaret çəkməyən və çəkənlər üçün masalar,"Bu məkan Azərbaycan mətbəxini sevənlərin ürəyincə olacaq. Parlaq, ənənəvi stildə tərtib edilmiş interyer, populyar Azərbaycan yeməkləri, restoranın rahat şəraiti - bu xüsusiyyətlər məkanı fərqləndirir.",/cdn-cgi/l/email-protection#583e312a2d223d2a3d2b2c372a39361835393134762a2d,,,http://4sq.com/ihTV5h,,40.3697737,49.8383851,https://bakuguide.com/images/places/235/firuze-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/235-firuze
Flagman,"Neftçilər pr., Bulvar",012 5982903,Avropa; Azərbaycan,Restoranlar,,20-35,Yay terrası,"Dənizkənarı Bulvarın yaxınlığında yerləşən Flagman restoranında unudulmaz romantik axşam yeməkləri, mühüm biznes görüşləri və ya böyük bir ziyafət üçün əla seçimdir. Zərif dekorasiyası və mebelləri ilə birlikdə döşəmədən tavana qədər panorama pəncərələr, gələn qonaqların zövqünü oxşayacaq. Avropa və milli mətbəxin dadlı yeməkləri ilə yanaşı dəniz məhsulları menyumuzda yer almaqdadır.",,,,,,40.37104,49.848244,https://bakuguide.com/images/places/236/flagman-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/236-flagman
Gallereya,"Nizami küç., 117, “LANDMARK”",012 4981315,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/239-gallereya
Georgia,"A.Zeynallı küç., 6",012 4923610,,Restoranlar,,,,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/240-georgia
Glory,"Azadlıq pr.,1, “Park İnn Hotel”",012 4906000; 012 4968900,Beynəlmiləl,Restoranlar,07:00-00:00,40,Biznes lanç; Fon musiqisi; İçkilər; Wi-Fi; Kredit kartla ödəniş; Masaların sifarişi; Sərbəst Wi-Fi,"Park Inn otelində yerləşən ""Glory"" restoranının banket zalı - bura banket furşet, korporativ şənliklər, yubileylər və sözsüz ki, toy mərasimlərinin keçirməsi üçün ideal məkandır. Yüsək səviyyəli xidmət, zəngin çeşidli yeməklər və zalın xoş atmosferi sizin mərasiminizi unudulmaz edəcək.",,,,http://4sq.com/IFBDB3,,40.38035,49.851462,https://bakuguide.com/images/places/241/glory-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/241-glory
